date_reg|product_code|customer_code|sold_quantity|fiscal_year
2021-06-01|A0118150101|90022078|69|2021
2021-06-01|A0118150101|90022080|24|2021
2021-06-01|A0118150101|90022081|131|2021
2021-06-01|A0118150101|90022082|104|2021
2021-06-01|A0118150101|90023022|76|2021
2021-06-01|A0118150101|90023024|48|2021
2021-06-01|A0118150101|90023025|15|2021
2021-06-01|A0118150101|90023026|62|2021
2021-06-01|A0118150101|90023028|72|2021
2021-06-01|A0118150101|90023029|18|2021
2021-06-01|A0118150101|90023030|21|2021
2021-06-01|A0118150101|90024184|3|2021
2021-06-01|A0118150101|90025209|4|2021
2021-06-01|A0118150101|90026205|10|2021
2021-07-01|A0118150101|70002017|181|2021
2021-07-01|A0118150101|70003181|15|2021
2021-07-01|A0118150101|70004069|10|2021
2021-07-01|A0118150101|70005163|12|2021
2021-07-01|A0118150101|70006157|66|2021
2021-07-01|A0118150101|70007199|93|2021
2021-07-01|A0118150101|70008169|54|2021
2021-07-01|A0118150101|70009133|17|2021
2021-07-01|A0118150101|70010047|16|2021
2021-07-01|A0118150101|70010048|5|2021
2021-07-01|A0118150101|70011193|44|2021
2021-07-01|A0118150101|70012043|9|2021
2021-07-01|A0118150101|70013125|22|2021
2021-07-01|A0118150101|70014143|9|2021
2021-07-01|A0118150101|70015151|20|2021
2021-07-01|A0118150101|70015152|10|2021
2021-07-01|A0118150101|70016177|18|2021
2021-07-01|A0118150101|70017060|21|2021
2021-07-01|A0118150101|70018115|19|2021
2021-07-01|A0118150101|70019204|7|2021
2021-07-01|A0118150101|70020104|11|2021
2021-07-01|A0118150101|70021096|27|2021
2021-07-01|A0118150101|70022084|109|2021
2021-07-01|A0118150101|70022085|109|2021
2021-07-01|A0118150101|70023031|60|2021
2021-07-01|A0118150101|70023032|36|2021
2021-07-01|A0118150101|70027208|7|2021
2021-07-01|A0118150101|80001019|330|2021
2021-07-01|A0118150101|80006155|241|2021
2021-07-01|A0118150101|80007195|377|2021
2021-07-01|A0118150101|80007196|201|2021
2021-07-01|A0118150101|90001020|73|2021
2021-07-01|A0118150101|90001021|20|2021
2021-07-01|A0118150101|90002001|64|2021
2021-07-01|A0118150101|90002003|32|2021
2021-07-01|A0118150101|90002004|216|2021
2021-07-01|A0118150101|90002005|127|2021
2021-07-01|A0118150101|90002007|34|2021
2021-07-01|A0118150101|90002008|312|2021
2021-07-01|A0118150101|90002009|65|2021
2021-07-01|A0118150101|90002011|39|2021
2021-07-01|A0118150101|90002012|122|2021
2021-07-01|A0118150101|90002013|221|2021
2021-07-01|A0118150101|90002015|88|2021
2021-07-01|A0118150101|90002016|106|2021
2021-07-01|A0118150101|90003179|98|2021
2021-07-01|A0118150101|90003180|30|2021
2021-07-01|A0118150101|90004061|14|2021
2021-07-01|A0118150101|90004063|14|2021
2021-07-01|A0118150101|90004064|12|2021
2021-07-01|A0118150101|90004065|16|2021
2021-07-01|A0118150101|90004067|20|2021
2021-07-01|A0118150101|90004068|13|2021
2021-07-01|A0118150101|90005159|6|2021
2021-07-01|A0118150101|90005160|23|2021
2021-07-01|A0118150101|90005161|30|2021
2021-07-01|A0118150101|90006153|12|2021
2021-07-01|A0118150101|90006156|59|2021
2021-07-01|A0118150101|90007197|112|2021
2021-07-01|A0118150101|90008164|59|2021
2021-07-01|A0118150101|90008165|20|2021
2021-07-01|A0118150101|90008167|73|2021
2021-07-01|A0118150101|90008168|59|2021
2021-07-01|A0118150101|90009127|33|2021
2021-07-01|A0118150101|90009128|18|2021
2021-07-01|A0118150101|90009129|23|2021
2021-07-01|A0118150101|90009131|22|2021
2021-07-01|A0118150101|90009132|29|2021
2021-07-01|A0118150101|90010044|23|2021
2021-07-01|A0118150101|90010045|23|2021
2021-07-01|A0118150101|90011185|59|2021
2021-07-01|A0118150101|90011187|31|2021
2021-07-01|A0118150101|90011188|55|2021
2021-07-01|A0118150101|90011189|7|2021
2021-07-01|A0118150101|90011191|31|2021
2021-07-01|A0118150101|90011192|56|2021
2021-07-01|A0118150101|90012033|7|2021
2021-07-01|A0118150101|90012035|10|2021
2021-07-01|A0118150101|90012036|21|2021
2021-07-01|A0118150101|90012037|9|2021
2021-07-01|A0118150101|90012039|26|2021
2021-07-01|A0118150101|90012040|34|2021
2021-07-01|A0118150101|90012041|12|2021
2021-07-01|A0118150101|90013116|6|2021
2021-07-01|A0118150101|90013117|9|2021
2021-07-01|A0118150101|90013119|12|2021
2021-07-01|A0118150101|90013120|33|2021
2021-07-01|A0118150101|90013121|35|2021
2021-07-01|A0118150101|90013123|29|2021
2021-07-01|A0118150101|90013124|34|2021
2021-07-01|A0118150101|90014135|8|2021
2021-07-01|A0118150101|90014136|22|2021
2021-07-01|A0118150101|90014137|17|2021
2021-07-01|A0118150101|90014139|5|2021
2021-07-01|A0118150101|90014140|19|2021
2021-07-01|A0118150101|90014141|21|2021
2021-07-01|A0118150101|90015144|26|2021
2021-07-01|A0118150101|90015145|10|2021
2021-07-01|A0118150101|90015147|29|2021
2021-07-01|A0118150101|90015148|18|2021
2021-07-01|A0118150101|90015149|49|2021
2021-07-01|A0118150101|90016171|3|2021
2021-07-01|A0118150101|90016172|13|2021
2021-07-01|A0118150101|90016173|3|2021
2021-07-01|A0118150101|90016175|10|2021
2021-07-01|A0118150101|90016176|17|2021
2021-07-01|A0118150101|90017049|6|2021
2021-07-01|A0118150101|90017051|29|2021
2021-07-01|A0118150101|90017052|29|2021
2021-07-01|A0118150101|90017053|5|2021
2021-07-01|A0118150101|90017055|8|2021
2021-07-01|A0118150101|90017056|8|2021
2021-07-01|A0118150101|90017057|29|2021
2021-07-01|A0118150101|90017059|29|2021
2021-07-01|A0118150101|90018105|13|2021
2021-07-01|A0118150101|90018107|21|2021
2021-07-01|A0118150101|90018108|13|2021
2021-07-01|A0118150101|90018109|18|2021
2021-07-01|A0118150101|90018111|9|2021
2021-07-01|A0118150101|90018112|31|2021
2021-07-01|A0118150101|90018113|24|2021
2021-07-01|A0118150101|90019200|4|2021
2021-07-01|A0118150101|90019201|2|2021
2021-07-01|A0118150101|90019203|2|2021
2021-07-01|A0118150101|90020097|11|2021
2021-07-01|A0118150101|90020099|9|2021
2021-07-01|A0118150101|90020100|4|2021
2021-07-01|A0118150101|90020101|8|2021
2021-07-01|A0118150101|90020103|2|2021
2021-07-01|A0118150101|90021087|58|2021
2021-07-01|A0118150101|90021088|30|2021
2021-07-01|A0118150101|90021089|57|2021
2021-07-01|A0118150101|90021091|46|2021
2021-07-01|A0118150101|90021092|45|2021
2021-07-01|A0118150101|90021093|60|2021
2021-07-01|A0118150101|90021095|44|2021
2021-07-01|A0118150101|90022071|54|2021
2021-07-01|A0118150101|90022072|34|2021
2021-07-01|A0118150101|90022073|27|2021
2021-07-01|A0118150101|90022075|35|2021
2021-07-01|A0118150101|90022076|77|2021
2021-07-01|A0118150101|90022077|115|2021
2021-07-01|A0118150101|90022079|168|2021
2021-07-01|A0118150101|90022080|60|2021
2021-07-01|A0118150101|90022081|103|2021
2021-07-01|A0118150101|90022083|85|2021
2021-07-01|A0118150101|90023023|112|2021
2021-07-01|A0118150101|90023024|31|2021
2021-07-01|A0118150101|90023025|62|2021
2021-07-01|A0118150101|90023027|77|2021
2021-07-01|A0118150101|90023028|41|2021
2021-07-01|A0118150101|90023029|25|2021
2021-07-01|A0118150101|90024183|2|2021
2021-07-01|A0118150101|90024184|5|2021
2021-07-01|A0118150101|90025209|2|2021
2021-07-01|A0118150101|90026205|7|2021
2021-07-01|A0118150101|90027207|5|2021
2021-08-01|A0118150101|70002018|156|2021
2021-08-01|A0118150101|70003182|54|2021
2021-08-01|A0118150101|70004070|10|2021
2021-08-01|A0118150101|70005163|6|2021
2021-08-01|A0118150101|70006158|17|2021
2021-08-01|A0118150101|70007198|26|2021
2021-08-01|A0118150101|70007199|90|2021
2021-08-01|A0118150101|70008170|71|2021
2021-08-01|A0118150101|70009134|14|2021
2021-08-01|A0118150101|70010047|24|2021
2021-08-01|A0118150101|70010048|18|2021
2021-08-01|A0118150101|70011194|26|2021
2021-08-01|A0118150101|70012042|7|2021
2021-08-01|A0118150101|70012043|25|2021
2021-08-01|A0118150101|70013126|17|2021
2021-08-01|A0118150101|70014142|24|2021
2021-08-01|A0118150101|70014143|9|2021
2021-08-01|A0118150101|70015151|34|2021
2021-08-01|A0118150101|70015152|45|2021
2021-08-01|A0118150101|70016178|16|2021
2021-08-01|A0118150101|70017060|28|2021
2021-08-01|A0118150101|70018115|16|2021
2021-08-01|A0118150101|70019204|6|2021
2021-08-01|A0118150101|70020104|11|2021
2021-08-01|A0118150101|70021096|23|2021
2021-08-01|A0118150101|70022084|170|2021
2021-08-01|A0118150101|70023031|68|2021
2021-08-01|A0118150101|70023032|75|2021
2021-08-01|A0118150101|70026206|7|2021
2021-08-01|A0118150101|70027208|7|2021
2021-08-01|A0118150101|80001019|192|2021
2021-08-01|A0118150101|80006154|77|2021
2021-08-01|A0118150101|80006155|276|2021
2021-08-01|A0118150101|80007195|457|2021
2021-08-01|A0118150101|80007196|381|2021
2021-08-01|A0118150101|90001020|14|2021
2021-08-01|A0118150101|90002002|88|2021
2021-08-01|A0118150101|90002003|182|2021
2021-08-01|A0118150101|90002004|122|2021
2021-08-01|A0118150101|90002006|141|2021
2021-08-01|A0118150101|90002007|97|2021
2021-08-01|A0118150101|90002008|54|2021
2021-08-01|A0118150101|90002010|226|2021
2021-08-01|A0118150101|90002011|129|2021
2021-08-01|A0118150101|90002012|85|2021
2021-08-01|A0118150101|90002014|221|2021
2021-08-01|A0118150101|90002015|232|2021
2021-08-01|A0118150101|90002016|137|2021
2021-08-01|A0118150101|90003179|120|2021
2021-08-01|A0118150101|90003180|73|2021
2021-08-01|A0118150101|90004062|13|2021
2021-08-01|A0118150101|90004063|15|2021
2021-08-01|A0118150101|90004064|3|2021
2021-08-01|A0118150101|90004066|14|2021
2021-08-01|A0118150101|90004067|12|2021
2021-08-01|A0118150101|90004068|15|2021
2021-08-01|A0118150101|90005159|5|2021
2021-08-01|A0118150101|90005160|29|2021
2021-08-01|A0118150101|90005162|14|2021
2021-08-01|A0118150101|90006156|23|2021
2021-08-01|A0118150101|90008164|24|2021
2021-08-01|A0118150101|90008166|9|2021
2021-08-01|A0118150101|90008167|56|2021
2021-08-01|A0118150101|90008168|84|2021
2021-08-01|A0118150101|90009127|34|2021
2021-08-01|A0118150101|90009128|7|2021
2021-08-01|A0118150101|90009130|13|2021
2021-08-01|A0118150101|90009131|10|2021
2021-08-01|A0118150101|90009132|34|2021
2021-08-01|A0118150101|90010044|32|2021
2021-08-01|A0118150101|90010046|30|2021
2021-08-01|A0118150101|90011186|33|2021
2021-08-01|A0118150101|90011187|22|2021
2021-08-01|A0118150101|90011188|56|2021
2021-08-01|A0118150101|90011190|49|2021
2021-08-01|A0118150101|90011191|38|2021
2021-08-01|A0118150101|90011192|10|2021
2021-08-01|A0118150101|90012034|14|2021
2021-08-01|A0118150101|90012035|25|2021
2021-08-01|A0118150101|90012036|23|2021
2021-08-01|A0118150101|90012038|21|2021
2021-08-01|A0118150101|90012039|21|2021
2021-08-01|A0118150101|90012040|18|2021
2021-08-01|A0118150101|90013116|7|2021
2021-08-01|A0118150101|90013118|11|2021
2021-08-01|"A
0118150101"|90013119|15|2021
2021-08-01|A0118150101|90013120|11|2021
2021-08-01|A0118150101|90013122|31|2021
2021-08-01|A0118150101|90013123|22|2021
2021-08-01|A0118150101|90013124|26|2021
2021-08-01|A0118150101|90014135|27|2021
2021-08-01|A0118150101|90014136|12|2021
2021-08-01|A0118150101|90014138|4|2021
2021-08-01|A0118150101|90014139|4|2021
2021-08-01|A0118150101|90014140|24|2021
2021-08-01|A0118150101|90015144|33|2021
2021-08-01|A0118150101|90015146|50|2021
2021-08-01|A0118150101|90015147|13|2021
2021-08-01|A0118150101|90015148|11|2021
2021-08-01|A0118150101|90015150|17|2021
2021-08-01|A0118150101|90016171|15|2021
2021-08-01|A0118150101|90016172|8|2021
2021-08-01|A0118150101|90016174|2|2021
2021-08-01|A0118150101|90016175|13|2021
2021-08-01|A0118150101|90016176|8|2021
2021-08-01|A0118150101|90017050|12|2021
2021-08-01|A0118150101|90017051|17|2021
2021-08-01|A0118150101|90017052|11|2021
2021-08-01|A0118150101|90017054|14|2021
2021-08-01|A0118150101|90017055|15|2021
2021-08-01|A0118150101|90017056|4|2021
2021-08-01|A0118150101|90017058|22|2021
2021-08-01|A0118150101|90017059|28|2021
2021-08-01|A0118150101|90018106|38|2021
2021-08-01|A0118150101|90018107|29|2021
2021-08-01|A0118150101|90018108|26|2021
2021-08-01|A0118150101|90018110|33|2021
2021-08-01|A0118150101|90018111|28|2021
2021-08-01|A0118150101|90018112|23|2021
2021-08-01|A0118150101|90018114|8|2021
2021-08-01|A0118150101|90019200|3|2021
2021-08-01|A0118150101|90019202|2|2021
2021-08-01|A0118150101|90019203|5|2021
2021-08-01|A0118150101|90020098|3|2021
2021-08-01|A0118150101|90020099|3|2021
2021-08-01|A0118150101|90020100|8|2021
2021-08-01|A0118150101|90020102|6|2021
2021-08-01|A0118150101|90020103|6|2021
2021-08-01|A0118150101|90021086|67|2021
2021-08-01|A0118150101|90021087|19|2021
2021-08-01|A0118150101|90021088|44|2021
2021-08-01|A0118150101|90021090|11|2021
2021-08-01|A0118150101|90021091|53|2021
2021-08-01|A0118150101|90021092|12|2021
2021-08-01|A0118150101|90021094|73|2021
2021-08-01|A0118150101|90021095|13|2021
2021-08-01|A0118150101|90022071|64|2021
2021-08-01|A0118150101|90022072|19|2021
2021-08-01|A0118150101|90022074|95|2021
2021-08-01|A0118150101|90022075|33|2021
2021-08-01|A0118150101|90022076|77|2021
2021-08-01|A0118150101|90022078|28|2021
2021-08-01|A0118150101|90022079|69|2021
2021-08-01|A0118150101|90022080|163|2021
2021-08-01|A0118150101|90022082|140|2021
2021-08-01|A0118150101|90022083|103|2021
2021-08-01|A0118150101|90023022|65|2021
2021-08-01|A0118150101|90023023|18|2021
2021-08-01|A0118150101|90023024|47|2021
2021-08-01|A0118150101|90023026|10|2021
2021-08-01|A0118150101|90023027|41|2021
2021-08-01|A0118150101|90023028|66|2021
2021-08-01|A0118150101|90023030|30|2021
2021-08-01|A0118150101|90024183|5|2021
2021-08-01|A0118150101|90024184|6|2021
2021-08-01|A0118150101|90027207|2|2021
2019-09-01|A0118150102|70002017|122|2020
2019-09-01|A0118150102|70002018|24|2020
2019-09-01|A0118150102|70003181|20|2020
2019-09-01|A0118150102|70003182|77|2020
2019-09-01|A0118150102|70004069|10|2020
2019-09-01|A0118150102|70004070|11|2020
2019-09-01|A0118150102|70005163|42|2020
2019-09-01|A0118150102|70006157|34|2020
2019-09-01|A0118150102|70006158|7|2020
2019-09-01|A0118150102|70007198|90|2020
2019-09-01|A0118150102|70007199|52|2020
2019-09-01|A0118150102|70008169|31|2020
2019-09-01|A0118150102|70008170|20|2020
2019-09-01|A0118150102|70009133|20|2020
2019-09-01|A0118150102|70009134|8|2020
2019-09-01|A0118150102|70010047|8|2020
2019-09-01|A0118150102|70011193|36|2020
2019-09-01|A0118150102|70011194|45|2020
2019-09-01|A0118150102|70012042|11|2020
2019-09-01|A0118150102|70012043|5|2020
2019-09-01|A0118150102|70013125|21|2020
2019-09-01|A0118150102|70013126|21|2020
2019-09-01|A0118150102|70014142|14|2020
2019-09-01|A0118150102|70014143|8|2020
2019-09-01|A0118150102|70015151|13|2020
2019-09-01|A0118150102|70016177|14|2020
2019-09-01|A0118150102|70016178|6|2020
2019-09-01|A0118150102|70018115|11|2020
2019-09-01|A0118150102|70022085|65|2020
2019-09-01|A0118150102|70023031|33|2020
2019-09-01|A0118150102|70026206|6|2020
2019-09-01|A0118150102|80001019|159|2020
2019-09-01|A0118150102|80006154|204|2020
2019-09-01|A0118150102|80006155|162|2020
2019-09-01|A0118150102|80007195|228|2020
2019-09-01|A0118150102|90001021|13|2020
2019-09-01|A0118150102|90002001|138|2020
2019-09-01|A0118150102|90002002|127|2020
2019-09-01|A0118150102|90002003|66|2020
2019-09-01|A0118150102|90002005|122|2020
2019-09-01|A0118150102|90002006|84|2020
2019-09-01|A0118150102|90002007|135|2020
2019-09-01|A0118150102|90002009|204|2020
2019-09-01|A0118150102|90002010|33|2020
2019-09-01|A0118150102|90002011|135|2020
2019-09-01|A0118150102|90002013|164|2020
2019-09-01|A0118150102|90002014|51|2020
2019-09-01|A0118150102|90002015|101|2020
2019-09-01|A0118150102|90003179|33|2020
2019-09-01|A0118150102|90004061|5|2020
2019-09-01|A0118150102|90004062|9|2020
2019-09-01|A0118150102|90004063|6|2020
2019-09-01|A0118150102|90004065|7|2020
2019-09-01|A0118150102|90004066|3|2020
2019-09-01|A0118150102|90004067|13|2020
2019-09-01|A0118150102|90005159|20|2020
2019-09-01|A0118150102|90005161|47|2020
2019-09-01|A0118150102|90005162|17|2020
2019-09-01|A0118150102|90006153|12|2020
2019-09-01|A0118150102|90007197|80|2020
2019-09-01|A0118150102|90008165|27|2020
2019-09-01|A0118150102|90008166|50|2020
2019-09-01|A0118150102|90008167|39|2020
2019-09-01|A0118150102|90009127|12|2020
2019-09-01|A0118150102|90009129|21|2020
2019-09-01|A0118150102|90009130|13|2020
2019-09-01|A0118150102|90009131|8|2020
2019-09-01|A0118150102|90010045|4|2020
2019-09-01|A0118150102|90010046|9|2020
2019-09-01|A0118150102|90011185|26|2020
2019-09-01|A0118150102|90011186|13|2020
2019-09-01|A0118150102|90011187|10|2020
2019-09-01|A0118150102|90011189|49|2020
2019-09-01|A0118150102|90011190|45|2020
2019-09-01|A0118150102|90011191|25|2020
2019-09-01|A0118150102|90012033|12|2020
2019-09-01|A0118150102|90012034|4|2020
2019-09-01|A0118150102|90012035|14|2020
2019-09-01|A0118150102|90012037|28|2020
2019-09-01|A0118150102|90012038|30|2020
2019-09-01|A0118150102|90012039|14|2020
2019-09-01|A0118150102|90012041|5|2020
2019-09-01|A0118150102|90013117|8|2020
2019-09-01|A0118150102|90013118|13|2020
2019-09-01|A0118150102|90013119|32|2020
2019-09-01|A0118150102|90013121|21|2020
2019-09-01|A0118150102|90013122|7|2020
2019-09-01|A0118150102|90013123|14|2020
2019-09-01|A0118150102|90014135|9|2020
2019-09-01|A0118150102|90014137|24|2020
2019-09-01|A0118150102|90014138|11|2020
2019-09-01|A0118150102|90014139|9|2020
2019-09-01|A0118150102|90014141|13|2020
2019-09-01|A0118150102|90015145|17|2020
2019-09-01|A0118150102|90015146|7|2020
2019-09-01|A0118150102|90015147|3|2020
2019-09-01|A0118150102|90015149|9|2020
2019-09-01|A0118150102|90015150|13|2020
2019-09-01|A0118150102|90016171|5|2020
2019-09-01|A0118150102|90016173|11|2020
2019-09-01|A0118150102|90016174|3|2020
2019-09-01|A0118150102|90016175|4|2020
2019-09-01|A0118150102|90017049|11|2020
2019-09-01|A0118150102|90017050|24|2020
2019-09-01|A0118150102|90017051|4|2020
2019-09-01|A0118150102|90017053|4|2020
2019-09-01|A0118150102|90017054|4|2020
2019-09-01|A0118150102|90017055|24|2020
2019-09-01|A0118150102|90017057|12|2020
2019-09-01|A0118150102|90017058|23|2020
2019-09-01|A0118150102|90017059|13|2020
2019-09-01|A0118150102|90018105|6|2020
2019-09-01|A0118150102|90018106|12|2020
2019-09-01|A0118150102|90018107|1|2020
2019-09-01|A0118150102|90018109|10|2020
2019-09-01|A0118150102|90018110|3|2020
2019-09-01|A0118150102|90018111|7|2020
2019-09-01|A0118150102|90018113|3|2020
2019-09-01|A0118150102|90018114|10|2020
2019-09-01|A0118150102|90019201|1|2020
2019-09-01|A0118150102|90019202|2|2020
2019-09-01|A0118150102|90019203|1|2020
2019-09-01|A0118150102|90020097|1|2020
2019-09-01|A0118150102|90020099|1|2020
2019-09-01|A0118150102|90020101|1|2020
2019-09-01|A0118150102|90020102|1|2020
2019-09-01|A0118150102|90020103|1|2020
2019-09-01|A0118150102|90021086|21|2020
2019-09-01|A0118150102|90021087|46|2020
2019-09-01|A0118150102|90021089|47|2020
2019-09-01|A0118150102|90021090|27|2020
2019-09-01|A0118150102|90021091|33|2020
2019-09-01|A0118150102|90021093|49|2020
2019-09-01|A0118150102|90021094|6|2020
2019-09-01|A0118150102|90021095|35|2020
2019-09-01|A0118150102|90022071|30|2020
2019-09-01|A0118150102|90022073|55|2020
2019-09-01|A0118150102|90022074|130|2020
2019-09-01|A0118150102|90022075|108|2020
2019-09-01|A0118150102|90022077|120|2020
2019-09-01|A0118150102|90022078|70|2020
2019-09-01|A0118150102|90022079|26|2020
2019-09-01|A0118150102|90022081|86|2020
2019-09-01|A0118150102|90022082|13|2020
2019-09-01|A0118150102|90022083|69|2020
2019-09-01|A0118150102|90023022|24|2020
2019-09-01|A0118150102|90023023|91|2020
2019-09-01|A0118150102|90023025|8|2020
2019-09-01|A0118150102|90023026|56|2020
2019-09-01|A0118150102|90023027|26|2020
2019-09-01|A0118150102|90023029|21|2020
2019-09-01|A0118150102|90023030|57|2020
2019-09-01|A0118150102|90024183|3|2020
2019-09-01|A0118150102|90025209|1|2020
2019-09-01|A0118150102|90026205|2|2020
2019-09-01|A0118150102|90027207|6|2020
2019-10-01|A0118150102|70002017|189|2020
2019-10-01|A0118150102|70002018|139|2020
2019-10-01|A0118150102|70003181|26|2020
2019-10-01|A0118150102|70003182|101|2020
2019-10-01|A0118150102|70004069|3|2020
2019-10-01|A0118150102|70004070|10|2020
2019-10-01|A0118150102|70006157|67|2020
2019-10-01|A0118150102|70006158|82|2020
2019-10-01|A0118150102|70007198|81|2020
2019-10-01|A0118150102|70008169|104|2020
2019-10-01|A0118150102|70008170|95|2020
2019-10-01|A0118150102|70009133|11|2020
2019-10-01|A0118150102|70009134|10|2020
2019-10-01|A0118150102|70010048|34|2020
2019-10-01|A0118150102|70011193|7|2020
2019-10-01|A0118150102|70011194|13|2020
2019-10-01|A0118150102|70012042|14|2020
2019-10-01|A0118150102|70013125|18|2020
2019-10-01|A0118150102|70013126|27|2020
2019-10-01|A0118150102|70014142|15|2020
2019-10-01|A0118150102|70015152|26|2020
2019-10-01|A0118150102|70016177|17|2020
2019-10-01|A0118150102|70016178|12|2020
2019-10-01|A0118150102|70017060|30|2020
2019-10-01|A0118150102|70019204|1|2020
2019-10-01|A0118150102|70020104|1|2020
2019-10-01|A0118150102|70021096|31|2020
2019-10-01|A0118150102|70022084|135|2020
2019-10-01|A0118150102|70022085|87|2020
2019-10-01|A0118150102|70023032|62|2020
2019-10-01|A0118150102|70026206|11|2020
2019-10-01|A0118150102|70027208|23|2020
2019-10-01|A0118150102|80006154|51|2020
2019-10-01|A0118150102|80007196|555|2020
2019-10-01|A0118150102|90001020|28|2020
2019-10-01|A0118150102|90001021|38|2020
2019-10-01|A0118150102|90002001|182|2020
2019-10-01|A0118150102|90002002|114|2020
2019-10-01|A0118150102|90002004|108|2020
2019-10-01|A0118150102|90002005|183|2020
2019-10-01|A0118150102|90002006|55|2020
2019-10-01|A0118150102|90002008|181|2020
2019-10-01|A0118150102|90002009|106|2020
2019-10-01|A0118150102|90002010|135|2020
2019-10-01|A0118150102|90002012|64|2020
2019-10-01|A0118150102|90002013|214|2020
2019-10-01|A0118150102|90002014|66|2020
2019-10-01|A0118150102|90002016|121|2020
2019-10-01|A0118150102|90003180|67|2020
2019-10-01|A0118150102|90004061|13|2020
2019-10-01|A0118150102|90004062|2|2020
2019-10-01|A0118150102|90004064|12|2020
2019-10-01|A0118150102|90004065|8|2020
2019-10-01|A0118150102|90004066|11|2020
2019-10-01|A0118150102|90004068|5|2020
2019-10-01|A0118150102|90005160|59|2020
2019-10-01|A0118150102|90005161|65|2020
2019-10-01|A0118150102|90005162|27|2020
2019-10-01|A0118150102|90006153|58|2020
2019-10-01|A0118150102|90006156|29|2020
2019-10-01|A0118150102|90007197|57|2020
2019-10-01|A0118150102|90008164|35|2020
2019-10-01|A0118150102|90008165|29|2020
2019-10-01|A0118150102|90008166|23|2020
2019-10-01|A0118150102|90008168|21|2020
2019-10-01|A0118150102|90009128|15|2020
2019-10-01|A0118150102|90009129|12|2020
2019-10-01|A0118150102|90009130|16|2020
2019-10-01|A0118150102|90009132|4|2020
2019-10-01|A0118150102|90010044|19|2020
2019-10-01|A0118150102|90010045|27|2020
2019-10-01|A0118150102|90010046|24|2020
2019-10-01|A0118150102|90011185|57|2020
2019-10-01|A0118150102|90011186|15|2020
2019-10-01|A0118150102|90011188|25|2020
2019-10-01|A0118150102|90011189|11|2020
2019-10-01|A0118150102|90011190|42|2020
2019-10-01|A0118150102|90011192|27|2020
2019-10-01|A0118150102|90012033|31|2020
2019-10-01|A0118150102|90012034|40|2020
2019-10-01|A0118150102|90012036|11|2020
2019-10-01|A0118150102|90012037|35|2020
2019-10-01|A0118150102|90012038|40|2020
2019-10-01|A0118150102|90012040|41|2020
2019-10-01|A0118150102|90012041|17|2020
2019-10-01|A0118150102|90013116|6|2020
2019-10-01|A0118150102|90013117|16|2020
2019-10-01|A0118150102|90013118|23|2020
2019-10-01|A0118150102|90013120|32|2020
2019-10-01|A0118150102|90013121|26|2020
2019-10-01|A0118150102|90013122|26|2020
2019-10-01|A0118150102|90013124|21|2020
2019-10-01|A0118150102|90014136|17|2020
2019-10-01|A0118150102|90014137|21|2020
2019-10-01|A0118150102|90014138|11|2020
2019-10-01|A0118150102|90014140|30|2020
2019-10-01|A0118150102|90014141|22|2020
2019-10-01|A0118150102|90015144|23|2020
2019-10-01|A0118150102|90015145|15|2020
2019-10-01|A0118150102|90015146|20|2020
2019-10-01|A0118150102|90015148|25|2020
2019-10-01|A0118150102|90015149|12|2020
2019-10-01|A0118150102|90015150|18|2020
2019-10-01|A0118150102|90016172|25|2020
2019-10-01|A0118150102|90016173|21|2020
2019-10-01|A0118150102|90016174|9|2020
2019-10-01|A0118150102|90016176|22|2020
2019-10-01|A0118150102|90017049|10|2020
2019-10-01|A0118150102|90017050|14|2020
2019-10-01|A0118150102|90017052|13|2020
2019-10-01|A0118150102|90017053|30|2020
2019-10-01|A0118150102|90017054|31|2020
2019-10-01|A0118150102|90017056|18|2020
2019-10-01|A0118150102|90017057|21|2020
2019-10-01|A0118150102|90017058|17|2020
2019-10-01|A0118150102|90018105|13|2020
2019-10-01|A0118150102|90018106|9|2020
2019-10-01|A0118150102|90018108|14|2020
2019-10-01|A0118150102|90018109|8|2020
2019-10-01|A0118150102|90018110|3|2020
2019-10-01|A0118150102|90018112|12|2020
2019-10-01|A0118150102|90018113|7|2020
2019-10-01|A0118150102|90018114|9|2020
2019-10-01|A0118150102|90019200|2|2020
2019-10-01|A0118150102|90019201|1|2020
2019-10-01|A0118150102|90020097|1|2020
2019-10-01|A0118150102|90020098|1|2020
2019-10-01|A0118150102|90020100|2|2020
2019-10-01|A0118150102|90020101|1|2020
2019-10-01|A0118150102|90020102|1|2020
2019-10-01|A0118150102|90021086|20|2020
2019-10-01|A0118150102|90021088|37|2020
2019-10-01|A0118150102|90021089|24|2020
2019-10-01|A0118150102|90021090|18|2020
2019-10-01|A0118150102|90021092|36|2020
2019-10-01|A0118150102|90021093|44|2020
2019-10-01|A0118150102|90021094|8|2020
2019-10-01|A0118150102|90022072|152|2020
2019-10-01|A0118150102|90022073|47|2020
2019-10-01|A0118150102|90022074|194|2020
2019-10-01|A0118150102|90022076|141|2020
2019-10-01|A0118150102|90022077|83|2020
2019-10-01|A0118150102|90022078|75|2020
2019-10-01|A0118150102|90022080|143|2020
2019-10-01|A0118150102|90022081|47|2020
2019-10-01|A0118150102|90022082|93|2020
2019-10-01|A0118150102|90023022|64|2020
2019-10-01|A0118150102|90023024|76|2020
2019-10-01|A0118150102|90023025|19|2020
2019-10-01|A0118150102|90023026|11|2020
2019-10-01|A0118150102|90023028|20|2020
